BusinessDate,NetAmount_summary
18-02-2023,109.8332
29-06-2023,85.8334
14-10-2023,204.5834
25-02-2023,173.3332
22-02-2023,73.6333
10-06-2023,53.5416
07-02-2023,197.1498
18-05-2023,76.1666
14-02-2023,222.8167
14-02-2023,167.7334
30-04-2023,173.3332
19-08-2023,105.2083
11-01-2023,269.2081
30-03-2023,75.7917
18-01-2023,31.4166
20-01-2023,66.0415
03-03-2023,170.7916
17-08-2023,0.0
31-05-2023,286.2084
22-02-2023,72.3334
03-11-2023,167.9167
13-01-2023,764.6666
19-08-2023,212.9168
11-11-2023,63.75
30-03-2023,61.9667
11-04-2023,234.0833
14-11-2023,508.3334
18-11-2023,154.1665
24-01-2023,39.6499
21-01-2023,84.7332
18-11-2023,122.5
06-06-2023,240.3749
20-10-2023,70.8334
29-04-2023,479.5414
05-05-2023,234.1249
14-01-2023,119.1666
20-01-2023,44.8166
25-06-2023,164.1668
13-10-2023,132.5
27-10-2023,111.2499
25-10-2023,152.5001
16-05-2023,97.8749
26-01-2023,210.2333
10-03-2023,122.0418
10-06-2023,5416.6638
14-02-2023,176.4833
25-03-2023,108.3333
25-03-2023,142.4998
11-08-2023,0.0
03-10-2023,174.5834
24-03-2023,266.1665
07-09-2023,122.9167
25-02-2023,123.75
16-06-2023,169.9997
21-07-2023,107.9168
02-06-2023,153.3333
19-01-2023,236.0668
12-01-2023,27.5
23-05-2023,58.7501
06-09-2023,175.0001
04-01-2023,80.625
04-08-2023,259.9999
09-07-2023,70.8334
07-07-2023,315.8332
05-07-2023,299.1665
30-03-2023,439.9585
08-10-2023,0.0
21-04-2023,154.5834
06-08-2023,378.3332
18-06-2023,108.2916
13-06-2023,196.1665
29-07-2023,206.25
15-04-2023,114.5416
18-02-2023,193.9582
26-07-2023,90.4166
22-04-2023,189.9581
30-06-2023,0.0
18-02-2023,125.7918
05-08-2023,58.3334
29-09-2023,256.6666
13-05-2023,184.5417
11-07-2023,133.125
06-06-2023,166.2083
24-01-2023,142.9832
26-04-2023,240.5832
04-01-2023,149.1666
20-01-2023,299.5833
16-06-2023,111.6251
02-03-2023,694.4167
24-06-2023,57.9167
02-06-2023,280.7917
21-01-2023,135.2501
25-07-2023,159.9999
04-02-2023,253.15
25-08-2023,275.8331
14-04-2023,190.3331
08-03-2023,134.9998
17-03-2023,116.6667
21-02-2023,399.5002
19-08-2023,127.2499
06-08-2023,70.6667
23-07-2023,42.5
29-07-2023,140.4583
20-01-2023,35.8334
01-10-2023,88.3333
23-09-2023,38.1249
29-07-2023,160.4167
04-02-2023,318.1501
17-08-2023,115.4166
20-10-2023,280.4166
17-06-2023,0.0
23-06-2023,155.4166
26-05-2023,60.8333
10-03-2023,150.3749
27-04-2023,1110.3752
23-09-2023,150.8332
28-05-2023,107.0833
28-04-2023,422.8334
04-03-2023,69.9584
10-02-2023,500.6665
01-04-2023,99.3334
09-09-2023,393.7501
10-01-2023,87.7082
19-01-2023,141.6667
04-02-2023,253.15
08-07-2023,67.9166
29-04-2023,118.3001
19-08-2023,64.1666
21-05-2023,129.1251
27-07-2023,125.8332
23-09-2023,205.8333
01-03-2023,81.0
03-10-2023,201.0001
12-08-2023,158.3334
12-10-2023,162.9167
02-05-2023,301.25
08-06-2023,26.25
17-09-2023,132.9167
21-07-2023,110.8332
11-08-2023,134.7919
05-08-2023,154.5833
20-07-2023,72.0833
07-07-2023,64.5833
04-03-2023,109.1667
09-09-2023,165.4167
31-01-2023,434.05
12-09-2023,24.1666
28-07-2023,71.6667
11-11-2023,77.5
15-07-2023,91.0416
14-07-2023,89.9999
23-09-2023,82.0833
08-03-2023,228.6666
29-04-2023,135.5833
05-09-2023,111.6667
22-04-2023,516.6254
05-08-2023,81.6668
12-08-2023,80.3334
28-05-2023,185.0833
03-02-2023,79.5835
11-04-2023,158.0834
14-10-2023,211.6668
30-09-2023,144.1667
09-07-2023,94.5834
03-02-2023,110.1499
10-03-2023,150.3749
12-05-2023,112.0416
05-07-2023,120.4167
29-04-2023,10.0
25-03-2023,424.5833
27-05-2023,10.0
15-02-2023,259.9999
02-04-2023,143.3332
14-07-2023,216.6666
07-01-2023,228.3749
09-07-2023,163.9582
28-10-2023,108.3333
23-06-2023,534.5834
18-08-2023,121.6667
16-09-2023,59.1665
04-11-2023,108.7499
09-02-2023,162.0669
16-09-2023,268.3333
27-01-2023,140.2334
05-07-2023,78.3333
14-07-2023,301.2502
06-10-2023,127.9167
01-07-2023,212.0832
22-02-2023,317.2665
03-08-2023,161.0416
30-08-2023,159.1667
08-07-2023,77.2916
22-09-2023,29.1666
30-04-2023,14.5833
15-08-2023,32.5
28-01-2023,275.2499
07-07-2023,136.6666
29-07-2023,0.0
01-07-2023,72.5
28-01-2023,51.4166
11-03-2023,427.4167
13-05-2023,192.9171
09-09-2023,393.7501
26-07-2023,137.0833
26-03-2023,155.375
23-05-2023,183.5417
21-03-2023,121.6666
20-05-2023,520.3334
29-04-2023,10.0
24-06-2023,103.125
17-06-2023,60.8333
03-11-2023,133.7499
22-07-2023,134.9999
16-06-2023,411.25
03-09-2023,162.9166
13-10-2023,286.6666
10-06-2023,5416.6638
17-06-2023,267.4585
12-10-2023,231.6668
06-08-2023,7.9166
27-10-2023,102.0833
25-11-2023,77.0833
19-08-2023,110.4166
21-11-2023,242.5
24-01-2023,241.7668
23-06-2023,176.2499
16-11-2023,230.0001
01-06-2023,149.3749
11-11-2023,129.1666
19-08-2023,133.3336
07-05-2023,11.25
17-05-2023,148.75
01-07-2023,132.0833
10-06-2023,5416.6638
04-08-2023,149.7915
18-05-2023,213.7499
19-07-2023,196.6667
02-02-2023,84.8334
10-06-2023,5416.6638
02-07-2023,21.6666
09-07-2023,123.3333
22-04-2023,68.6666
01-04-2023,138.7084
07-04-2023,767.8335
20-05-2023,100.4166
26-01-2023,249.2165
16-08-2023,102.4999
04-03-2023,81.6249
13-06-2023,114.9999
14-07-2023,160.4166
22-06-2023,259.5415
24-06-2023,272.5
14-01-2023,970.8754
16-06-2023,65.4165
23-05-2023,225.3748
22-04-2023,388.2498
03-03-2023,117.4582
24-06-2023,0.0
15-07-2023,390.8332
12-05-2023,115.4167
14-01-2023,315.8748
11-11-2023,42.5
04-02-2023,269.3579
08-02-2023,218.1665
11-01-2023,174.6249
15-02-2023,92.875
17-06-2023,26.6666
20-08-2023,181.2501
30-04-2023,44.5832
30-03-2023,0.0
27-06-2023,99.5832
25-06-2023,102.0833
30-07-2023,78.7499
23-06-2023,169.5833
06-07-2023,146.2498
10-08-2023,0.0
30-09-2023,166.2499
23-04-2023,103.3332
09-08-2023,126.2585
29-09-2023,162.9168
10-11-2023,60.4165
09-03-2023,357.0418
25-07-2023,333.3333
11-07-2023,115.8332
17-02-2023,630.7087
15-06-2023,132.4999
18-02-2023,122.4582
03-06-2023,163.7499
05-10-2023,233.3333
18-08-2023,166.6665
05-02-2023,122.0833
30-03-2023,569.0833
14-06-2023,121.4582
18-05-2023,18.3333
13-06-2023,196.1665
18-02-2023,94.9583
02-07-2023,62.9166
24-11-2023,447.2914
21-07-2023,85.0
28-01-2023,170.4835
21-01-2023,123.9831
20-05-2023,157.4582
11-02-2023,378.3
30-09-2023,132.0833
31-01-2023,0.0
11-05-2023,66.6668
20-01-2023,97.0833
07-09-2023,173.3334
31-05-2023,300.8332
18-02-2023,182.8749
13-06-2023,79.1249
05-10-2023,283.3333
22-07-2023,117.0833
14-01-2023,27.2916
14-07-2023,236.6665
28-07-2023,50.0
10-03-2023,190.4166
18-11-2023,207.0833
29-09-2023,83.3333
08-11-2023,188.7498
11-08-2023,134.7919
17-01-2023,212.1249
25-08-2023,127.9166
23-06-2023,179.3752
24-02-2023,172.4581
01-04-2023,15.0
20-01-2023,146.5
03-05-2023,163.3334
19-10-2023,77.4999
29-07-2023,137.9165
01-07-2023,562.9168
07-03-2023,289.1252
02-09-2023,122.4999
24-06-2023,57.9167
05-07-2023,230.8083
11-01-2023,74.7916
16-09-2023,264.1667
29-04-2023,105.4166
21-01-2023,73.15
18-03-2023,124.9583
18-05-2023,149.5416
29-03-2023,110.3001
29-04-2023,71.2083
03-11-2023,286.2499
22-06-2023,191.2082
14-06-2023,209.5416
24-03-2023,125.7915
23-05-2023,98.25
15-02-2023,135.375
17-01-2023,522.9166
02-09-2023,196.2502
08-07-2023,150.8334
28-01-2023,177.4333
17-05-2023,252.0835
24-03-2023,266.1665
07-06-2023,150.3749
05-08-2023,103.5416
31-01-2023,206.0666
01-04-2023,182.9166
23-06-2023,119.9583
16-09-2023,139.5832
18-07-2023,57.9167
06-04-2023,27.0834
09-07-2023,178.3333
23-05-2023,103.7084
22-08-2023,270.2083
20-01-2023,236.2334
14-10-2023,112.4999
19-04-2023,103.7499
21-02-2023,399.5002
10-03-2023,319.9584
05-04-2023,270.4165
30-07-2023,167.0833
15-06-2023,532.8331
11-11-2023,121.6665
18-03-2023,52.5832
01-02-2023,31.6666
21-01-2023,52.2082
13-05-2023,114.0
04-10-2023,107.5
04-02-2023,34.7499
14-11-2023,508.3334
18-03-2023,182.4583
28-10-2023,108.3333
13-04-2023,235.8332
03-01-2023,68.1665
25-02-2023,129.1249
27-06-2023,139.7916
01-07-2023,562.9168
29-07-2023,72.5
11-11-2023,77.0833
04-02-2023,24.1667
22-06-2023,259.5415
08-06-2023,14.1667
14-07-2023,195.4166
13-10-2023,145.0001
01-02-2023,123.1499
06-05-2023,219.5417
08-04-2023,324.1665
10-08-2023,237.9167
25-02-2023,160.3751
11-03-2023,212.8749
07-07-2023,115.8333
21-04-2023,319.1249
11-03-2023,163.2918
23-06-2023,108.7499
09-05-2023,226.2081
10-02-2023,31.6667
03-02-2023,161.8166
11-03-2023,34.3333
29-08-2023,0.0
05-09-2023,30.4166
29-06-2023,138.9582
11-01-2023,74.7916
02-05-2023,57.5
02-07-2023,21.6666
27-05-2023,113.2499
15-07-2023,85.8333
11-02-2023,345.2498
25-07-2023,131.6666
14-01-2023,145.0832
24-02-2023,223.2916
25-03-2023,225.7916
08-02-2023,346.8663
05-08-2023,108.3332
20-01-2023,236.2334
10-02-2023,133.3332
24-01-2023,104.4001
22-04-2023,34.5833
15-06-2023,117.8334
17-01-2023,88.1249
21-03-2023,39.9167
22-02-2023,317.2665
07-05-2023,186.6248
26-05-2023,34.3333
05-11-2023,74.1667
13-09-2023,203.7499
09-05-2023,202.9166
08-11-2023,71.6667
14-03-2023,74.0
11-02-2023,331.8999
04-03-2023,81.2499
14-02-2023,48.7331
24-08-2023,122.4999
08-03-2023,91.625
15-04-2023,22.6667
29-04-2023,217.0416
09-06-2023,67.0833
07-04-2023,21.6667
21-07-2023,0.0
25-04-2023,187.5
29-08-2023,55.4166
31-08-2023,459.7916
08-03-2023,187.8749
04-02-2023,55.5667
05-07-2023,299.1665
13-05-2023,192.9171
04-04-2023,300.8333
24-06-2023,202.0834
13-11-2023,290.8332
28-03-2023,132.6333
13-01-2023,357.2335
08-06-2023,270.3333
15-07-2023,188.7499
19-09-2023,160.8332
11-08-2023,172.8333
21-01-2023,92.0001
01-06-2023,219.9583
14-06-2023,149.7498
15-07-2023,188.7499
08-08-2023,284.1664
22-09-2023,185.8334
22-08-2023,41.4583
08-03-2023,228.6666
19-08-2023,103.7499
14-01-2023,315.8748
21-03-2023,110.1249
18-10-2023,263.3334
29-07-2023,8.9583
25-10-2023,112.5001
22-10-2023,251.0415
07-01-2023,23.3333
21-10-2023,73.3333
23-08-2023,145.4166
04-02-2023,130.9832
26-01-2023,151.0666
16-03-2023,51.4166
13-01-2023,103.1666
10-11-2023,186.4584
06-01-2023,204.9995
29-04-2023,105.4166
28-09-2023,171.6667
23-11-2023,57.5
14-04-2023,254.5414
09-08-2023,0.0
04-11-2023,121.2501
22-03-2023,3.3333
27-05-2023,498.2916
22-08-2023,102.4999
24-01-2023,38.7501
29-08-2023,114.9166
04-02-2023,253.15
18-07-2023,221.2499
28-05-2023,146.4582
07-07-2023,165.8334
28-05-2023,13.3333
08-07-2023,211.6666
29-09-2023,68.75
22-04-2023,187.75
03-02-2023,1346.9168
16-10-2023,109.1666
29-04-2023,93.1249
11-04-2023,234.0833
19-05-2023,204.5417
22-07-2023,0.0
14-01-2023,970.8754
18-10-2023,175.6249
16-07-2023,46.6667
22-06-2023,109.1249
14-07-2023,0.0
08-04-2023,113.8333
01-10-2023,5.0
05-08-2023,154.5833
05-05-2023,150.7916
26-09-2023,128.3333
22-09-2023,78.7501
13-07-2023,69.7916
21-07-2023,107.9168
28-04-2023,184.5418
29-04-2023,10.0
25-11-2023,37.0834
11-02-2023,94.4167
09-06-2023,165.75
20-07-2023,198.3332
04-03-2023,157.0417
21-10-2023,149.5833
27-09-2023,54.1665
25-06-2023,164.1668
26-09-2023,322.5001
01-04-2023,248.708
17-09-2023,183.75
08-02-2023,0.0
18-04-2023,192.9165
28-01-2023,149.2334
14-02-2023,137.3167
27-10-2023,386.6671
05-08-2023,153.3332
14-01-2023,120.2084
04-03-2023,109.1667
27-05-2023,101.6667
25-05-2023,236.6664
14-07-2023,430.8335
18-06-2023,144.0001
22-07-2023,335.4166
14-01-2023,970.8754
15-07-2023,178.7499
23-11-2023,177.4997
21-01-2023,187.9167
10-05-2023,122.8749
20-09-2023,116.6667
30-04-2023,102.0832
23-09-2023,94.1667
21-06-2023,58.2916
23-03-2023,292.4583
24-06-2023,26.6667
10-11-2023,186.2497
25-03-2023,54.3333
04-11-2023,170.4166
29-06-2023,95.4167
20-01-2023,154.65
31-05-2023,155.5834
16-07-2023,229.375
12-08-2023,158.3334
28-10-2023,182.9166
12-03-2023,46.5416
08-04-2023,57.7917
18-08-2023,197.4999
03-02-2023,100.6665
14-02-2023,103.5666
03-01-2023,130.0001
03-05-2023,149.5833
11-08-2023,135.0
28-06-2023,69.1666
04-11-2023,218.3332
06-08-2023,214.7914
19-05-2023,150.4166
20-10-2023,117.9167
23-05-2023,183.5417
08-03-2023,228.6666
18-03-2023,152.9165
20-07-2023,95.0001
02-02-2023,167.3334
01-10-2023,163.3335
21-07-2023,205.4165
28-07-2023,173.7499
25-10-2023,521.2495
07-10-2023,98.75
29-06-2023,222.5002
18-01-2023,92.3333
11-01-2023,224.833
17-08-2023,79.9999
16-06-2023,245.3749
22-04-2023,176.6249
27-05-2023,113.2499
01-04-2023,137.5
04-04-2023,170.375
14-07-2023,120.8333
25-11-2023,73.3333
01-02-2023,167.9834
15-07-2023,149.5834
15-07-2023,390.8332
24-06-2023,62.2917
01-07-2023,141.0416
01-07-2023,413.0001
20-05-2023,105.5
21-03-2023,188.2916
05-11-2023,74.1667
14-07-2023,157.9166
31-01-2023,434.05
30-07-2023,167.0833
11-03-2023,135.3751
28-01-2023,332.5501
20-10-2023,126.25
07-04-2023,234.5417
12-08-2023,210.625
19-08-2023,12.4999
19-09-2023,160.8332
08-06-2023,204.1251
08-07-2023,211.6666
01-03-2023,119.125
07-10-2023,7.9166
13-08-2023,46.4583
11-08-2023,36.6667
02-02-2023,186.4166
25-02-2023,212.4584
11-03-2023,553.2498
11-07-2023,263.75
04-02-2023,269.1502
22-04-2023,266.2083
17-05-2023,68.7083
18-03-2023,182.4583
29-06-2023,222.5002
01-04-2023,703.6663
22-03-2023,15.0
06-04-2023,242.0417
11-04-2023,35.7916
18-02-2023,95.1667
01-03-2023,349.0832
02-08-2023,82.9166
15-03-2023,151.6667
14-09-2023,139.5833
08-02-2023,41.4583
21-06-2023,76.8749
29-09-2023,107.9167
13-10-2023,149.1666
03-10-2023,0.0
25-02-2023,186.1249
07-09-2023,70.4167
01-07-2023,32.5
06-07-2023,154.5833
18-05-2023,127.6665
31-10-2023,153.3332
18-03-2023,140.8333
28-05-2023,109.1249
10-06-2023,21.4583
31-05-2023,84.375
09-08-2023,140.4167
27-09-2023,108.75
17-02-2023,192.8749
16-08-2023,37.7082
22-08-2023,197.25
25-07-2023,46.25
29-09-2023,19.5833
02-09-2023,14.5833
25-01-2023,135.4832
28-10-2023,96.6666
23-09-2023,94.7917
09-02-2023,287.1498
28-05-2023,48.7499
18-07-2023,77.6001
23-06-2023,169.5833
22-08-2023,105.8334
19-08-2023,80.0
01-08-2023,103.125
28-04-2023,77.0833
15-07-2023,390.8332
30-09-2023,79.1667
17-09-2023,180.8331
24-10-2023,355.4166
13-05-2023,0.0
19-01-2023,70.4167
19-01-2023,171.3165
15-07-2023,295.9999
08-02-2023,346.8663
20-04-2023,212.4998
10-05-2023,297.458
20-01-2023,154.65
14-10-2023,188.3332
05-07-2023,284.1666
11-07-2023,176.2499
05-01-2023,82.9583
09-08-2023,273.9582
04-11-2023,216.6665
26-07-2023,413.75
08-08-2023,76.8749
28-04-2023,341.6668
18-11-2023,113.75
22-10-2023,170.4167
27-01-2023,211.5499
09-02-2023,146.9165
06-09-2023,77.5001
18-02-2023,115.7916
17-08-2023,115.4166
05-05-2023,139.5834
08-09-2023,485.0001
18-05-2023,394.9581
25-05-2023,326.8332
08-04-2023,89.7918
27-04-2023,250.7915
26-04-2023,133.7499
20-01-2023,326.5666
15-09-2023,1086.5582
30-06-2023,290.8333
03-02-2023,703.4667
29-04-2023,82.4582
20-04-2023,269.1249
01-06-2023,251.2498
09-06-2023,75.6333
20-01-2023,79.4166
09-08-2023,190.0
04-04-2023,189.1667
01-07-2023,1115.0001
06-07-2023,201.4582
11-11-2023,99.1666
25-03-2023,381.6667
14-07-2023,92.9167
21-06-2023,197.2916
11-07-2023,180.4167
28-01-2023,122.7501
07-10-2023,57.9166
11-08-2023,55.4166
25-06-2023,90.8333
16-05-2023,228.7083
29-04-2023,9.1667
03-01-2023,48.5833
29-04-2023,78.3334
29-04-2023,166.2082
14-05-2023,37.9167
04-02-2023,323.3999
28-07-2023,161.6667
02-02-2023,167.3334
10-06-2023,5416.6638
06-05-2023,244.1666
24-03-2023,266.1665
03-08-2023,205.8334
16-06-2023,169.9997
29-11-2023,35.2082
22-09-2023,171.2499
28-10-2023,252.0834
05-07-2023,500.8334
21-04-2023,27.9167
24-09-2023,176.25
15-09-2023,725.8334
06-09-2023,209.9998
24-08-2023,69.7916
09-05-2023,307.7503
11-02-2023,120.8999
02-06-2023,445.3749
09-03-2023,353.2081
19-03-2023,54.9167
19-05-2023,0.0
17-06-2023,270.4163
09-03-2023,122.4585
18-03-2023,136.0
24-08-2023,87.5001
29-04-2023,363.2916
07-09-2023,28.75
24-02-2023,77.875
17-02-2023,350.7916
22-03-2023,118.75
17-03-2023,248.0002
07-07-2023,25.0
23-07-2023,92.4999
07-06-2023,157.9582
11-03-2023,86.2083
27-01-2023,133.8167
01-04-2023,87.9167
08-04-2023,46.25
18-11-2023,232.0833
14-07-2023,369.5834
30-07-2023,116.4584
25-02-2023,194.1249
04-03-2023,773.25
17-06-2023,60.8333
08-04-2023,89.7918
01-08-2023,103.125
19-08-2023,85.1666
29-06-2023,127.0833
28-01-2023,125.0666
28-07-2023,106.25
06-10-2023,40.0
15-02-2023,76.6251
22-04-2023,193.7499
24-02-2023,164.5833
10-06-2023,199.1666
24-06-2023,244.9998
10-06-2023,5416.6638
10-06-2023,5416.6638
03-06-2023,56.25
08-07-2023,499.5831
30-06-2023,229.5832
22-04-2023,499.9165
14-02-2023,164.7333
08-03-2023,111.6249
25-03-2023,230.7501
30-09-2023,208.7498
28-06-2023,102.5
04-03-2023,36.0416
05-08-2023,103.5416
19-03-2023,0.0
17-11-2023,274.5836
18-06-2023,222.2916
25-03-2023,424.5833
28-01-2023,0.0
18-07-2023,0.0
03-01-2023,135.6249
29-09-2023,256.6666
04-02-2023,269.3579
19-07-2023,0.0
28-10-2023,172.7084
17-01-2023,522.9166
22-03-2023,193.2499
14-10-2023,178.3333
07-03-2023,244.9582
29-08-2023,40.625
24-01-2023,104.4001
01-04-2023,109.1251
15-08-2023,116.4166
02-03-2023,694.4167
14-01-2023,85.1665
29-09-2023,141.8748
29-07-2023,34.1666
29-04-2023,69.9583
19-02-2023,96.5833
25-03-2023,357.0416
14-04-2023,279.9999
17-03-2023,0.0
08-02-2023,215.4832
22-07-2023,153.7499
12-08-2023,40.8333
12-07-2023,181.2499
28-02-2023,95.4166
09-09-2023,70.0
04-02-2023,136.9
11-02-2023,105.3333
11-08-2023,0.0
17-11-2023,67.0833
22-04-2023,5.0
17-03-2023,248.0002
15-03-2023,145.0
02-09-2023,170.4166
19-11-2023,111.0415
18-08-2023,136.8749
15-07-2023,109.1667
22-09-2023,282.0833
13-08-2023,50.8334
24-03-2023,266.1665
06-01-2023,204.9995
29-04-2023,93.1249
04-08-2023,327.0832
15-08-2023,126.6667
20-04-2023,355.3
02-03-2023,694.4167
10-02-2023,500.6665
04-02-2023,47.5
17-09-2023,262.5
17-02-2023,85.3751
10-11-2023,179.9999
01-04-2023,703.6663
20-01-2023,93.3333
16-06-2023,111.6251
02-08-2023,72.9166
09-08-2023,66.6666
24-06-2023,110.6666
28-04-2023,189.5838
18-04-2023,298.2916
03-06-2023,195.7916
01-08-2023,8.9583
23-06-2023,169.5833
05-10-2023,233.3333
13-10-2023,250.0
01-02-2023,136.4831
01-03-2023,185.4167
09-11-2023,365.8331
28-10-2023,113.7499
24-05-2023,42.7083
05-08-2023,153.3332
06-10-2023,429.9999
18-01-2023,92.3333
14-04-2023,0.0
19-02-2023,232.4584
19-01-2023,202.3333
20-05-2023,135.8332
19-11-2023,105.8332
03-11-2023,435.4165
18-06-2023,251.2085
09-09-2023,77.9166
21-10-2023,40.0
31-08-2023,137.0833
26-04-2023,199.1249
20-07-2023,66.25
12-08-2023,161.6667
25-07-2023,159.9999
27-10-2023,201.2499
05-05-2023,282.8749
29-07-2023,197.0831
03-06-2023,51.75
09-07-2023,144.5832
27-01-2023,189.1666
31-08-2023,44.5833
14-07-2023,0.0
13-06-2023,430.7082
07-06-2023,166.2083
04-02-2023,269.3579
15-06-2023,46.2499
24-02-2023,154.1666
20-10-2023,403.3332
29-09-2023,150.4166
14-11-2023,37.5
28-05-2023,370.0004
01-03-2023,147.5
10-03-2023,150.9666
11-01-2023,269.2081
29-07-2023,64.1666
05-04-2023,72.0833
08-07-2023,242.0832
29-07-2023,134.1667
30-06-2023,90.8334
29-07-2023,124.9999
11-03-2023,553.2498
25-10-2023,0.0
25-08-2023,125.25
22-04-2023,110.8334
12-04-2023,244.1252
03-01-2023,130.0001
22-08-2023,99.5834
20-01-2023,326.5666
18-02-2023,212.875
04-10-2023,47.0833
01-04-2023,130.8334
24-03-2023,140.0
15-07-2023,152.9166
24-06-2023,79.5832
22-07-2023,212.5833
10-06-2023,5416.6638
19-07-2023,93.7499
09-09-2023,23.75
25-05-2023,86.6249
23-08-2023,117.4999
22-07-2023,335.4166
27-01-2023,394.7333
25-11-2023,77.0833
05-07-2023,85.4168
28-10-2023,172.7084
06-05-2023,219.5417
18-08-2023,76.25
23-09-2023,77.3332
25-07-2023,46.25
04-02-2023,323.3999
29-04-2023,100.4165
22-03-2023,193.2499
04-03-2023,195.3417
29-07-2023,140.4583
13-10-2023,250.0
30-06-2023,167.0833
11-08-2023,9.5833
03-11-2023,435.4165
03-02-2023,1346.9168
20-07-2023,144.5834
06-01-2023,225.6667
18-07-2023,126.0414
19-08-2023,167.0832
17-03-2023,104.9334
30-10-2023,101.8748
28-06-2023,146.6666
03-11-2023,167.9167
13-10-2023,129.1667
10-08-2023,381.25
21-02-2023,260.7917
13-05-2023,148.2918
19-04-2023,121.2083
09-06-2023,165.375
05-05-2023,465.7498
14-01-2023,71.0833
24-08-2023,279.375
03-06-2023,125.8333
26-04-2023,199.1249
04-11-2023,188.3332
22-03-2023,153.7082
28-07-2023,200.4165
23-09-2023,32.4999
20-04-2023,133.3332
02-09-2023,78.7501
25-06-2023,164.1668
24-02-2023,223.2916
20-05-2023,520.3334
19-01-2023,70.4167
11-06-2023,100.0
30-06-2023,160.8334
22-04-2023,110.8334
05-10-2023,156.6667
01-07-2023,78.1667
29-03-2023,240.3749
01-08-2023,125.0
01-10-2023,132.0832
09-08-2023,52.6667
04-07-2023,244.9999
27-06-2023,0.0
28-05-2023,370.0004
07-07-2023,64.5833
10-06-2023,5416.6638
25-11-2023,68.3331
26-05-2023,174.125
06-09-2023,119.1668
02-09-2023,626.6664
30-08-2023,86.25
06-10-2023,311.2499
11-08-2023,135.0
22-09-2023,131.6666
05-05-2023,10.0
17-03-2023,275.4167
23-08-2023,10.0
01-07-2023,80.4165
22-04-2023,516.6254
04-02-2023,128.3166
15-09-2023,0.0
27-10-2023,161.2498
21-04-2023,46.4166
18-03-2023,124.9583
24-08-2023,126.5835
09-08-2023,96.2499
28-10-2023,67.5
14-11-2023,280.0
27-04-2023,250.7915
20-05-2023,520.3334
23-09-2023,960.3332
15-10-2023,376.4584
02-04-2023,143.3332
24-10-2023,186.2498
08-07-2023,556.6667
07-01-2023,68.3333
27-05-2023,254.4583
24-10-2023,202.5001
03-08-2023,161.0416
12-10-2023,0.0
17-11-2023,92.0834
13-10-2023,145.4167
16-02-2023,237.0419
09-11-2023,50.625
05-08-2023,0.0
27-09-2023,42.9167
15-08-2023,134.5834
23-06-2023,254.1666
29-04-2023,226.0416
10-06-2023,5416.6638
14-11-2023,508.3334
09-08-2023,29.5833
08-03-2023,151.6666
21-01-2023,43.9832
18-07-2023,474.3749
06-01-2023,332.9584
04-03-2023,115.7917
07-02-2023,186.9
02-03-2023,91.6249
04-03-2023,265.0
04-11-2023,123.75
08-06-2023,47.0833
15-06-2023,9.1667
14-06-2023,222.5
02-03-2023,36.25
13-05-2023,167.4999
14-02-2023,130.8333
23-07-2023,0.0
24-09-2023,150.4167
09-08-2023,59.7916
28-06-2023,146.6666
12-10-2023,0.0
17-03-2023,138.7083
11-10-2023,115.0
03-09-2023,237.5
17-05-2023,283.7084
22-06-2023,45.7917
25-07-2023,107.7083
19-07-2023,180.625
06-01-2023,249.625
27-05-2023,93.1666
14-07-2023,430.8335
08-09-2023,122.0834
25-08-2023,184.1668
21-09-2023,313.3331
05-08-2023,58.2499
17-03-2023,81.6666
29-07-2023,172.5
09-03-2023,353.2081
08-07-2023,77.2916
10-03-2023,128.2916
20-05-2023,192.5001
29-04-2023,163.7084
08-04-2023,207.6666
23-06-2023,101.2499
30-03-2023,439.9585
12-05-2023,115.4167
16-09-2023,251.375
17-09-2023,153.7499
24-01-2023,142.9832
14-10-2023,138.125
31-03-2023,227.5001
02-02-2023,139.2333
22-09-2023,166.6667
10-06-2023,311.5415
09-03-2023,165.0
27-06-2023,197.0833
29-08-2023,116.2498
03-02-2023,162.7333
19-05-2023,389.5415
20-08-2023,56.25
16-05-2023,82.8749
23-06-2023,166.6667
12-05-2023,0.0
25-07-2023,0.0
04-02-2023,257.1498
23-06-2023,63.3333
23-06-2023,152.5002
03-03-2023,280.3331
21-01-2023,136.0665
27-09-2023,121.6666
20-04-2023,128.2916
01-03-2023,349.0832
23-02-2023,116.6667
10-06-2023,87.7083
29-06-2023,134.1666
21-01-2023,243.1499
01-07-2023,294.5832
10-06-2023,311.5415
15-04-2023,222.0001
11-01-2023,0.0
13-04-2023,227.0417
26-05-2023,83.125
15-07-2023,112.7083
06-04-2023,153.3334
21-02-2023,215.0
23-05-2023,208.75
10-01-2023,107.5833
06-07-2023,163.7499
09-06-2023,184.9583
23-07-2023,101.2499
10-06-2023,374.5001
07-07-2023,183.3332
19-03-2023,0.0
08-04-2023,178.2914
05-10-2023,62.4999
09-02-2023,80.8332
26-01-2023,249.2165
12-04-2023,618.8752
13-05-2023,164.5832
24-11-2023,233.75
06-09-2023,222.0833
18-03-2023,269.5834
15-09-2023,15.8333
18-01-2023,216.5415
08-11-2023,275.0
21-01-2023,89.9167
05-01-2023,252.4998
14-10-2023,112.4999
25-02-2023,186.1249
11-07-2023,180.4167
15-07-2023,121.2916
23-06-2023,128.7499
01-07-2023,160.4167
