BusinessDate,CompanyCode,SiteCode,GrossAmount,temp,humidity,precip,snow,holiday,weekend
2024-02-17,C1061,L1098,12388.4,11.3,84.6,3.586,0.0,0,1
2024-02-18,C1061,L1098,4748.0,12.4,84.7,14.817,0.0,0,1
2024-02-20,C1061,L1098,6463.4,9.2,83.4,0.0,0.0,0,0
2024-02-21,C1061,L1098,7659.0,10.5,86.7,6.985,0.0,0,0
2024-02-22,C1061,L1098,10157.5,8.2,88.1,12.207,0.0,0,0
2024-02-23,C1061,L1098,11734.4,5.8,81.4,2.196,0.0,0,0
2024-02-24,C1061,L1098,18687.9,5.0,83.6,0.199,0.0,0,1
2024-02-25,C1061,L1098,6873.2,5.2,88.7,3.807,0.0,0,1
2024-02-27,C1061,L1098,8551.3,6.6,74.4,0.0,0.0,0,0
2024-02-28,C1061,L1098,10344.7,9.5,86.0,0.003,0.0,0,0
2024-02-29,C1061,L1098,10940.7,9.4,86.6,5.422,0.0,0,0
2024-03-01,C1061,L1098,11989.9,5.8,81.5,7.405,0.0,0,0
2024-03-02,C1061,L1098,12792.8,5.9,82.7,7.668,0.0,0,1
2024-03-03,C1061,L1098,7624.8,5.3,78.0,0.0,0.0,0,1
2024-03-05,C1061,L1098,8230.5,8.2,82.1,0.6,0.0,0,0
2024-03-06,C1061,L1098,7684.0,7.9,82.3,0.0,0.0,0,0
2024-03-07,C1061,L1098,9422.3,8.0,80.0,0.0,0.0,0,0
2024-03-08,C1061,L1098,10442.0,7.5,74.6,0.0,0.0,0,0
2024-03-09,C1061,L1098,15187.1,9.8,73.2,0.001,0.0,0,1
2024-03-10,C1061,L1098,8048.1,8.6,93.1,11.184,0.0,0,1
2024-03-12,C1061,L1098,6116.3,10.4,90.4,10.613,0.0,0,0
2024-03-13,C1061,L1098,7406.7,12.1,81.3,0.0,0.0,0,0
2024-03-14,C1061,L1098,14573.2,12.1,81.1,0.205,0.0,0,0
2024-03-15,C1061,L1098,8715.4,12.9,78.3,0.005,0.0,0,0
2024-03-16,C1061,L1098,16280.3,10.2,69.1,0.0,0.0,0,1
2024-03-17,C1061,L1098,7590.0,12.3,86.4,4.596,0.0,0,1
2024-03-19,C1061,L1098,7006.8,11.9,82.3,0.002,0.0,0,0
2024-03-20,C1061,L1098,9675.4,13.6,74.0,0.001,0.0,0,0
2024-03-21,C1061,L1098,9523.0,12.5,77.0,0.0,0.0,0,0
2024-03-22,C1061,L1098,12929.0,10.3,72.6,0.798,0.0,0,0
2024-03-23,C1061,L1098,15381.7,7.6,64.3,0.208,0.0,0,1
2024-03-24,C1061,L1098,8362.7,8.9,61.7,0.397,0.0,0,1
2024-03-26,C1061,L1098,8281.5,10.2,73.1,3.204,0.0,0,0
2024-03-27,C1061,L1098,9065.1,8.2,77.8,10.803,0.0,0,0
2024-03-28,C1061,L1098,11192.9,8.7,78.3,7.1,0.0,0,0
2024-03-29,C1061,L1098,12335.8,10.3,74.8,0.7,0.0,1,0
2024-03-30,C1061,L1098,12130.0,10.0,70.3,0.0,0.0,0,1
2024-03-31,C1061,L1098,6530.3,9.5,84.3,0.9,0.0,0,1
2024-04-02,C1061,L1098,5255.9,11.0,79.1,0.614,0.0,0,0
2024-04-03,C1061,L1098,5939.1,11.9,79.6,3.027,0.0,0,0
2024-04-04,C1061,L1098,9761.3,12.6,80.7,4.405,0.0,0,0
2024-04-05,C1061,L1098,9636.5,14.4,76.8,1.012,0.0,0,0
2024-04-06,C1061,L1098,11313.4,16.5,65.1,0.0,0.0,0,1
2024-04-07,C1061,L1098,6331.2,13.7,64.6,0.0,0.0,0,1
2024-04-09,C1061,L1098,7611.7,10.3,68.1,0.411,0.0,0,0
2024-04-10,C1061,L1098,7414.5,9.9,81.2,0.604,0.0,0,0
2024-04-11,C1061,L1098,10453.5,15.0,81.9,0.0,0.0,0,0
2024-04-12,C1061,L1098,10895.5,15.2,69.0,0.0,0.0,0,0
2024-04-13,C1061,L1098,14136.1,15.8,68.3,0.0,0.0,0,1
2024-04-14,C1061,L1098,6297.0,11.9,59.5,0.0,0.0,0,1
2024-04-16,C1061,L1098,6182.4,10.2,64.9,0.427,0.0,0,0
2024-04-17,C1061,L1098,9226.5,8.5,63.7,0.0,0.0,0,0
2024-04-18,C1061,L1098,9935.1,9.7,60.5,0.2,0.0,0,0
2024-04-19,C1061,L1098,10948.5,10.6,73.0,5.179,0.0,0,0
2024-04-20,C1061,L1098,13367.0,8.2,56.9,0.0,0.0,0,1
2024-04-21,C1061,L1098,6012.1,8.6,60.1,0.0,0.0,0,1
2024-04-23,C1061,L1098,8520.9,8.2,74.7,0.401,0.0,0,0
2024-04-24,C1061,L1098,8318.4,8.2,56.7,0.0,0.0,0,0
2024-04-25,C1061,L1098,8351.9,7.8,72.1,1.4,0.0,0,0
2024-04-26,C1061,L1098,12475.4,9.1,62.4,0.0,0.0,0,0
2024-04-27,C1061,L1098,14468.9,8.6,83.8,3.452,0.0,0,1
2024-04-28,C1061,L1098,5759.0,9.2,81.0,17.016,0.0,0,1
2024-04-30,C1061,L1098,7641.0,13.7,65.9,0.0,0.0,0,0
2024-05-01,C1061,L1098,6839.0,14.7,81.3,0.2,0.0,0,0
2024-05-02,C1061,L1098,10542.0,13.3,85.4,6.783,0.0,0,0
2024-05-03,C1061,L1098,10549.8,10.9,87.5,5.409,0.0,0,0
2024-05-04,C1061,L1098,13172.3,12.6,72.6,0.001,0.0,0,1
2024-05-05,C1061,L1098,10779.7,12.7,75.4,0.0,0.0,0,1
2024-05-07,C1061,L1098,6661.8,15.0,71.8,0.997,0.0,0,0
2024-05-08,C1061,L1098,8137.1,14.8,72.4,0.0,0.0,0,0
2024-05-09,C1061,L1098,10889.9,17.0,66.6,0.0,0.0,0,0
2024-05-10,C1061,L1098,11576.6,17.5,65.0,0.0,0.0,0,0
2024-05-11,C1061,L1098,12841.2,16.3,72.5,0.0,0.0,0,1
2024-05-12,C1061,L1098,6030.5,19.2,62.9,0.0,0.0,0,1
2024-05-14,C1061,L1098,7227.8,15.6,77.8,3.598,0.0,0,0
2024-05-15,C1061,L1098,12003.5,16.6,69.7,0.798,0.0,0,0
2024-05-16,C1061,L1098,7846.8,14.2,89.1,10.131,0.0,0,0
2024-05-17,C1061,L1098,10863.8,16.3,70.4,0.0,0.0,0,0
2024-05-18,C1061,L1098,12966.2,15.7,78.1,0.199,0.0,0,1
2024-05-19,C1061,L1098,6932.81,16.9,63.5,0.0,0.0,0,1
2024-05-21,C1061,L1098,10106.0,13.5,87.1,14.167,0.0,0,0
2024-05-22,C1061,L1098,9502.8,14.0,94.0,11.23,0.0,0,0
2024-05-23,C1061,L1098,10642.0,14.6,73.1,0.002,0.0,0,0
2024-05-24,C1061,L1098,7792.5,14.5,63.6,0.0,0.0,0,0
2024-05-25,C1061,L1098,13532.4,15.7,64.1,0.0,0.0,0,1
2024-05-26,C1061,L1098,7249.2,15.6,74.4,5.61,0.0,0,1
2024-05-28,C1061,L1098,8042.8,14.2,87.4,1.803,0.0,0,0
2024-05-29,C1061,L1098,5607.6,16.5,68.8,0.204,0.0,0,0
2024-05-30,C1061,L1098,9752.5,15.1,70.0,0.208,0.0,0,0
2024-05-31,C1061,L1098,9616.0,13.4,75.0,0.0,0.0,0,0
2024-06-01,C1061,L1098,11266.7,13.0,72.5,0.0,0.0,0,1
2024-06-02,C1061,L1098,6284.0,16.2,63.0,0.0,0.0,0,1
2024-06-03,C1061,L1098,216.5,16.8,70.3,0.0,0.0,0,0
2024-06-04,C1061,L1098,5273.6,17.0,72.4,0.2,0.0,0,0
2024-06-05,C1061,L1098,8500.7,13.4,49.8,0.0,0.0,0,0
2024-06-06,C1061,L1098,8232.3,13.7,53.4,0.0,0.0,0,0
